Company_Name,Job_Role,Experience,Location,Salary,Date_posted,Review,Rating
Leading MNC Bank,International Voice Process- Banking Voice or VRM experience is a must,3-8 Yrs,Bengaluru(Whitefield),3.5-5.5 Lacs PA,7 Days Ago,,
K12 Techno Services,Visual Art Teacher,15 Apr - 24 Apr,Bengaluru(Kadugodi),"50,000-3 Lacs PA",1 Day Ago,1260 Reviews,2.9
Human Capital Consultancy Services,Opening For Sr Software Eng- Backend - USA Based start up-Bangalore,6-11 Yrs,Bengaluru(Mahadevpura),30-40 Lacs PA,5 Days Ago,,
A Reputed Company,Channel Sales Manager _ Real Estate,4-8 Yrs,Bangalore/Bengaluru(Vijay Nagar),8-9 Lacs PA,7 Days Ago,,
Resource Pro,Director Operation/ P&C Insurance/ International BPO,20-23 Yrs,Bengaluru(Whitefield),Not disclosed,10 Days Ago,495 Reviews,3.9
Resource Pro,Assistant Manager Operations - P&C Insurance,9-14 Yrs,Bengaluru(Whitefield +1),8-12 Lacs PA,6 Days Ago,495 Reviews,3.9
Great Learning,Inside Sales Specialist,1-6 Yrs,"Gurugram(Sector 53 Gurgaon +1), Chennai, Bengaluru(Whitefield)",4.5-7 Lacs PA,Today,434 Reviews,3.7
Huami Technologies,Nurse,1-5 Yrs,"Gurugram, Bengaluru(Jayanagar +5), Delhi / NCR",3-4.5 Lacs PA,1 Day Ago,30 Reviews,4.6
Sampangis Look My Property,Field Sales Executive,0-2 Yrs,"Hyderabad(Madhapur), Bengaluru(Marathahalli +1)",1.75-3.5 Lacs PA,3 Days Ago,,
K12 Techno Services,Theatre Teacher,15 Apr - 24 Apr,Bengaluru(Kadugodi),"50,000-2.75 Lacs PA",1 Day Ago,1260 Reviews,2.9
K12 Techno Services,Dance Teacher,15 Apr - 24 Apr,Bengaluru(Kadugodi),"50,000-2.5 Lacs PA",1 Day Ago,1260 Reviews,2.9
Cothas Coffee,Technician,0 Yrs,Bengaluru(Whitefield +2),"50,000-1.5 Lacs PA",Just Now,,
Fenyes Engineered Technology,Treasury Analyst,6-10 Yrs,Bengaluru(Whitefield),Not disclosed,Few Hours Ago,20 Reviews,2.4
Human Capital Consultancy Services,Principal / Senior Software - Voice IMS/ SIP/SDP - Bangalore,9-14 Yrs,Hybrid - Bengaluru(Mahadevpura),Not disclosed,4 Days Ago,,
IndiaMART,Business Manager,3-6 Yrs,Bengaluru(Banashankari +2),7-12 Lacs PA,8 Days Ago,4975 Reviews,3.6
TR Training And Consulting Services,Sr.Overseas USA Admission Counselor,0-5 Yrs,Bengaluru(Jayanagar +2),Not disclosed,2 Days Ago,8 Reviews,4.2
Leading MNC Bank,International Voice Process- Voice Experienc is a must- CTC Upto 5L PA,1-6 Yrs,Bengaluru(Whitefield),3.5-5 Lacs PA,6 Days Ago,,
NONVOICE Day shift,Non voice banking process day shift Salary 24.5 K Take Home,1-6 Yrs,Bengaluru(Whitefield),2-3.5 Lacs PA,Few Hours Ago,,
Hearing Solutions,Business Development Executive - Vijayanagar,1-6 Yrs,Bengaluru(Whitefield +2),1-3.25 Lacs PA,Just Now,60 Reviews,3.9
Environmental Services Firm,Contracts Specialist,3-8 Yrs,Bengaluru(Whitefield),Not disclosed,Just Now,,
Moder Solutions,Loan Servicing Specialist,3-8 Yrs,Bengaluru(Mahadevpura),Not disclosed,Just Now,129 Reviews,3.4
Environmental Services Firm,Sql Server Database Administrator,5-10 Yrs,Bengaluru(Whitefield),Not disclosed,Just Now,,
Environmental Services Firm,Project Manager,8-10 Yrs,Bengaluru(Whitefield),Not disclosed,Just Now,,
Environmental Services Firm,Sql Server Developer,10-15 Yrs,Bengaluru(Whitefield),Not disclosed,Just Now,,
3rinfo Softech,Data Discovery & Classification Engineer,3-8 Yrs,Bengaluru(ITPL),6-16 Lacs PA,Just Now,4 Reviews,4.8
NVT Quality,Civil Quantity Surveyor and Bill Certification,3-5 Yrs,Bengaluru(Whitefield),Not disclosed,Few Hours Ago,18 Reviews,3.8
Coldwell Banker Brad Realty,Relationship Manager,16 Apr - 25 Apr,Bengaluru(Whitefield +2),3-5 Lacs PA,Few Hours Ago,18 Reviews,3.8
Diversey,Promoter,2-4 Yrs,Bengaluru(Electronic City +3),1-2.25 Lacs PA,Few Hours Ago,,
Diversey,Promoter,2-4 Yrs,Bengaluru(Electronic City +3),1-2.25 Lacs PA,Few Hours Ago,,
PRO Recruit Technologies,Customer Support Executive,15 Apr - 19 Apr,Bengaluru(Whitefield),1.25-3 Lacs PA,Today,,
NVT Quality,Architect,5-7 Yrs,Bengaluru(Whitefield),Not disclosed,Today,18 Reviews,3.8
Cogent E Services,Customer Support Executive,0-1 Yrs,Bengaluru(Whitefield),1.25-1.5 Lacs PA,1 Day Ago,3019 Reviews,3.2
ATZ Properties,Graphic Design Intern,4 months duration,Bengaluru(Shivaji Nagar),"8,000/month",Starts within 1 month,34 Reviews,3.3
Off Targets Research,Sr. Analytical Scientist,6-11 Yrs,Bengaluru(Whitefield),8-13 Lacs PA,1 Day Ago,,
ThoughtFocus,.NET Architect,10-15 Yrs,Hybrid - Bengaluru(Mahadevpura),25-40 Lacs PA,1 Day Ago,398 Reviews,3.5
Swastik Stepstone Careers,Hiring For international and domestic voice proceeds,1-4 Yrs,Bengaluru(Bellandur +2),1.5-5 Lacs PA,1 Day Ago,,
Garudachala Estates,Customer Relationship Manager,3-4 Yrs,Bengaluru(Old Madras Road +2),4.5-5 Lacs PA,1 Day Ago,7 Reviews,3.6
Edelweiss Tokio,Relationship Manager,1-6 Yrs,Bengaluru(Whitefield),2.5-3.75 Lacs PA,1 Day Ago,942 Reviews,3.7
Hearing Solutions,Business Development Executive,1-6 Yrs,Bengaluru(Whitefield +2),Not disclosed,1 Day Ago,60 Reviews,3.9
Garudachala Estates,Real Estate Sales Manager,4-5 Yrs,Bengaluru(Medahalli +2),5-7 Lacs PA,1 Day Ago,7 Reviews,3.6
RP Clan,Real Estate: Sales Executive and Sr. Sales Executive,1-5 Yrs,Bengaluru(Whitefield +2),Not disclosed,1 Day Ago,18 Reviews,4.0
Darahaas Global Services,Spoken English And Personality Development Trainer,3-8 Yrs,Bengaluru(Whitefield),Not disclosed,3 Days Ago,,
Openmind eDesign,Punctuation Police: No Experience Needed (Copy Editor),0-5 Yrs,Bengaluru(Marathahalli),Not disclosed,3 Days Ago,48 Reviews,3.6
Electronic connector manufacturing company,Product Compliance Associate,0-3 Yrs,Bengaluru(Whitefield),2.25-3.5 Lacs PA,4 Days Ago,,
Power Pro,Project Supervisor,0-2 Yrs,Bengaluru(Bellandur +3),1-2 Lacs PA,4 Days Ago,2 Reviews,4.0
Klay Schools,Hiring Teachers at Klay preschools Maratahalli,0-5 Yrs,Bengaluru(Bellandur +3),3-4 Lacs PA,5 Days Ago,322 Reviews,3.8
Rapid Global Business Solutions,Project Documentation,0-2 Yrs,Bengaluru(Whitefield),2.75-3.25 Lacs PA,7 Days Ago,,
CIEL HR SERVICES,Production Operator,0 Yrs,Bengaluru(Whitefield),"50,000-2.5 Lacs PA",7 Days Ago,,
House Of Kieraya,Store Consultant,0-2 Yrs,Bengaluru(HSR Layout +1),3-4 Lacs PA,7 Days Ago,10 Reviews,3.2
Pragyan Child Development Centre,Occupational Therapist/Pedriatic pysiotherapist,0-2 Yrs,Bengaluru(HSR Layout +8),Not disclosed,Today,2 Reviews,3.1
Human Capital Consultancy Services,Opening For Cloud Architect with GCP - USA Based start up-Bangalore,8-13 Yrs,Hybrid - Bengaluru(Mahadevpura),Not disclosed,4 Days Ago,,
Sasken Technologies,Android Software Developer,6-9 Yrs,Bengaluru(Whitefield),10-20 Lacs PA,8 Days Ago,506 Reviews,3.8
Client of Rapid Talent Solutions,Php Team Lead/PHP Developer,7-12 Yrs,Hybrid - Bengaluru(Whitefield),18-27.5 Lacs PA,8 Days Ago,,
Glympse Human Capital Services,Hiring For Senior Chat support / Email support executive sal upto 5.3L,1-6 Yrs,Bangalore/ Bengaluru(Electronic City +7),3.75-5 Lacs PA,8 Days Ago,,
Human Capital Consultancy Services,USA Based start up-Product Manager - OSS/ BSS - Bangalore,12-22 Yrs,Hybrid - Bengaluru(Mahadevpura),Not disclosed,4 Days Ago,,
Openmind eDesign,Full Stack Developer,7-12 Yrs,Bengaluru(Marathahalli),Not disclosed,1 Day Ago,48 Reviews,3.6
Rohan Group,Assistant Engineer - QS & Billing,10 Apr - 19 Apr,Bengaluru(Varthur +1),Not disclosed,5 Days Ago,688 Reviews,4.1
Reputed National Network of Early Childhood Education Centers,Teachers (Pre-Primary & Nursery),0-5 Yrs,Bengaluru(Bendiganahalli +6),2.5-3.5 Lacs PA,1 Day Ago,,
Reputed National Network of Early Childhood Education Centers,Counsellor (Admissions Sales) - PreSchool,0-5 Yrs,Bengaluru(Bendiganahalli +6),3-4 Lacs PA,1 Day Ago,,
Sanctus Hr,Hiring Freshers For MNC BPO / Direct Walk In,0-3 Yrs,Bengaluru(Electronic City +2),Not disclosed,Few Hours Ago,,
S S Lifestyle,E-commerce Digital Sales & Marketing (Fresher),0-1 Yrs,Bengaluru(Whitefield +1),4-6 Lacs PA (Including Variable: 30.0%),5 Days Ago,,
Off Targets Research,General Manager Research And Development,18-25 Yrs,Bengaluru(Whitefield),Not disclosed,5 Days Ago,,
VIBGYOR Group of Schools,History Teacher - Secondary @ Vibgyor School Marathahalli,2-7 Yrs,Bengaluru(Marathahalli),Not disclosed,5 Days Ago,1109 Reviews,3.5
"Banking Officer Non voice process, day shift Salary 24.5 K Take Home","Banking Officer Non voice process, day shift Salary 24.5 K Take Home",1-6 Yrs,Bengaluru(Whitefield),2-3.5 Lacs PA,Few Hours Ago,,
ThoughtFocus,Qa Automation Testing Engineer,8-13 Yrs,Hybrid - Bengaluru(Mahadevpura),20-30 Lacs PA,7 Days Ago,398 Reviews,3.5
Solera,Lead Software Engineer,8-12 Yrs,Bengaluru(Whitefield),27.5-32.5 Lacs PA,3 Days Ago,104 Reviews,3.1
NONVOICE process salary upto 25k Day shift,JOB Fair For Banking Nonvoice process Day shift salary 25k,1-6 Yrs,Bengaluru(Whitefield),2-4 Lacs PA,1 Day Ago,,
Bluebird India R&d Center,AI/ML Developer,4-9 Yrs,Bengaluru(Mahadevpura),Not disclosed,3 Days Ago,10 Reviews,3.1
Lytx,Embedded Software Engineer III (Firmware),4-8 Yrs,Hybrid - Bengaluru(Whitefield),Not disclosed,4 Days Ago,,
https://www.linkedin.com/company/toppersedge,Client Account Manager,8-13 Yrs,Bengaluru(Marathahalli),3-8 Lacs PA,Few Hours Ago,,
Amor Systems,Devops Engineer,5-10 Yrs,Bengaluru(Marathahalli),15-30 Lacs PA,Today,,
Amor Systems Llc,Full Stack .Net Developer with Angular and Azure,4-9 Yrs,Bengaluru(Marathahalli),15-30 Lacs PA,Today,,
NJ Technologies,Hiring For international non voice process,1-3 Yrs,Bengaluru(Whitefield),1.25-2.75 Lacs PA,1 Day Ago,,
Spectraa Glass Tech,sales Excutive,1-3 Yrs,Bengaluru(Battarahalli +2),2-3 Lacs PA (Including Variable: 2.0%),1 Day Ago,,
Leading MNC Agro Industry,Admin Assistant Male,1-4 Yrs,Bengaluru(Whitefield),2.75-4 Lacs PA,1 Day Ago,,
"openings For Nonvoice RTR,PTP, order To cash salary 5.5lks","Banking Officer Non voice process, day shift Salary 24.5 K Take Home",1-6 Yrs,Bengaluru(Whitefield),2-3.5 Lacs PA,1 Day Ago,,
Human Capital Consultancy Services,Opening For Cloud QA Engineer - USA Based start up-Bangalore,6-11 Yrs,Hybrid - Bengaluru(Mahadevpura),Not disclosed,4 Days Ago,,
Sowparnika,General Manager Marketing,16-20 Yrs,Bengaluru(Kundalahalli),Not disclosed,2 Days Ago,154 Reviews,3.5
Quantum Power System,Production and Support Engineer,0-1 Yrs,Bengaluru(Hebbal +1),Not disclosed,3 Days Ago,10 Reviews,4.6
Talent Corner Hr Services,Talent Acquisition Executive,2-4 Yrs,Bengaluru(Whitefield),5-6 Lacs PA,1 Day Ago,,
Cogent E Services,Customer Support Executive,14 Apr - 23 Apr,Bengaluru(Hoodi),"50,000-3 Lacs PA",3 Days Ago,,
Oiga Advisors,Senior Associate,0-2 Yrs,Bengaluru(Hoodi),1.2-3 Lacs PA,3 Days Ago,,
J2W,Talent Acquisition Specialist - Non IT Recruitment,1-4 Yrs,Bengaluru(Marathahalli),3-6 Lacs PA,4 Days Ago,,
Vagdevi Vilas School,TGT/PRT English Teacher,3-8 Yrs,Bengaluru(Varthur +2),Not disclosed,4 Days Ago,44 Reviews,3.8
Amrutha Shelters,Quality Assurance and Quality Control Engineer,6-7 Yrs,Bengaluru(Whitefield),5.5-6 Lacs PA,4 Days Ago,3 Reviews,3.2
Optimized Electrotech,Stock Assistance,1-3 Yrs,Bengaluru(Whitefield),2-3 Lacs PA,4 Days Ago,5 Reviews,4.4
Bodycraft Salon & Spa,Business Development Executive,1-6 Yrs,Bengaluru(HSR Layout +4),3.5-4.25 Lacs PA,5 Days Ago,23 Reviews,3.0
Waterlabs Ai,Quality Analyst-Radiology,3-6 Yrs,Bengaluru(Whitefield),Not disclosed,5 Days Ago,46 Reviews,3.5
IPEC India,Qms Engineer,6-8 Yrs,Bengaluru(Whitefield),Not disclosed,5 Days Ago,25 Reviews,3.6
Smart HR IT Solutions Consultancy,Urgent openings For voice process job,0-2 Yrs,Bengaluru(Nanja Reddy Colony +8),"60,000-1.5 Lacs PA",5 Days Ago,,
VIBGYOR Group of Schools,Secondary School Teacher - Economics,11 Apr - 15 Apr,Bengaluru(Mahadevpura),4.5-9.5 Lacs PA,5 Days Ago,1109 Reviews,3.5
Hema's Enterprises,Fleet Manager,2-6 Yrs,Bengaluru(Whitefield +1),4-4.75 Lacs PA,5 Days Ago,143 Reviews,3.6
Future Focus Infotech,React JS Developer,4-9 Yrs,Bengaluru(Whitefield),"50,000-3 Lacs PA",6 Days Ago,,
Resource Pro,"Specialist, Service Delivery",5-10 Yrs,Bengaluru(Brookefield +1),Not disclosed,6 Days Ago,495 Reviews,3.9
Simnovus,Accountant,5-7 Yrs,Hybrid - Bengaluru(Whitefield),Not disclosed,6 Days Ago,11 Reviews,3.7
CL Educate,Marketing Manager-Career Launcher,1-3 Yrs,Bengaluru(Jayanagar +3),4-7 Lacs PA,6 Days Ago,136 Reviews,3.8
B L Kashyap and Sons (BLK),Social Media Manager / Graphic Designer,3-5 Yrs,Bengaluru(Marathahalli),Not disclosed,6 Days Ago,511 Reviews,3.7
CL Educate,Center Manager-Career Launcher,1-5 Yrs,Bengaluru(Jayanagar +3),4-7 Lacs PA,6 Days Ago,136 Reviews,3.8
Tattvam Ventures,Manager/Sr. Manager - Sales,7-12 Yrs,Bengaluru(Electronic City +5),Not disclosed,6 Days Ago,2 Reviews,1.7
Trukker Technologies,B2B Content Lead,8-12 Yrs,Bengaluru(Mahadevpura),12-15 Lacs PA,6 Days Ago,75 Reviews,3.2
Stronghold Management India,Software Engineering Architect - Ruby on Rails (ROR),12-17 Yrs,Bengaluru(Marathahalli),Not disclosed,6 Days Ago,2 Reviews,5.0
Fossil Group,SME / AM / Manager - General Ledger,5-10 Yrs,Bengaluru(Brookefield),Not disclosed,6 Days Ago,337 Reviews,3.7
Stronghold Management India,Data Architect - Databricks,12-17 Yrs,Bengaluru(Marathahalli),Not disclosed,6 Days Ago,2 Reviews,5.0
Alembic Real Estate,Manager - Contracts & Procurement,10-15 Yrs,Bengaluru(Whitefield),15-25 Lacs PA,6 Days Ago,3176 Reviews,4.0
Leon Grill,Team Member,0-3 Yrs,Bengaluru(Whitefield +1),"50,000-2 Lacs PA",10 Days Ago,8 Reviews,2.9
Novel Office,Content Writer,0-3 Yrs,Bengaluru(Marathahalli),3-4 Lacs PA,4 Days Ago,291 Reviews,4.1
Novel Office,Business Development Manager (US Process),0-5 Yrs,Bengaluru(Marathahalli),3-7 Lacs PA,4 Days Ago,291 Reviews,4.1
VCare,Regional Sales Manager,8-13 Yrs,Bengaluru(Jayanagar +3),Not disclosed,7 Days Ago,331 Reviews,3.3
Leading company,Preschool Teacher,0-3 Yrs,Bengaluru(HSR Layout +8),"50,000-3 Lacs PA",7 Days Ago,,
HBP Indian School,Required Head Mistress,1-2 Yrs,Bengaluru(Shivaji Nagar),3-3.6 Lacs PA,Just Now,,
Recruitement company,It Recruiter/Relation Manager,0 Yrs,Bengaluru(Mahadevpura),1-1.5 Lacs PA,8 Days Ago,,
Talent Corner Hr Services,Catering Sales Manager,2-3 Yrs,Bengaluru(Whitefield),6-7 Lacs PA,1 Day Ago,,
VIBGYOR Group of Schools,Vacancy For Psychology Teacher @ Vibgyor School Marathahalli,2-7 Yrs,Bengaluru(Marathahalli),Not disclosed,5 Days Ago,1109 Reviews,3.5
Reflections Interior Products,Auto CAD Draftsman,0-2 Yrs,Bengaluru(Whitefield +5),2.25-2.75 Lacs PA,10 Days Ago,15 Reviews,3.2
Spocto Solutions,Hiring For Process Trainer- Collection Process,0-5 Yrs,Bengaluru(Whitefield),3.5-5.5 Lacs PA,10 Days Ago,81 Reviews,3.4
Reputed National Network of Early Childhood Education Centers,Center Head (Center Coordinator) - PreSchool,2-7 Yrs,Bengaluru(Bendiganahalli +6),3-4.5 Lacs PA,1 Day Ago,,
Random Access Growth Ventures,Cult.fit- Sales Executive,2-7 Yrs,Bengaluru(HSR Layout +4),3-8 Lacs PA,5 Days Ago,,
Gigin Technologies,ICU Staff Nurse,1-3 Yrs,Bengaluru(Benson Town +12),2-3 Lacs PA,6 Days Ago,,
IndiaMART,Area Manager,2-5 Yrs,Bengaluru(Mahalakshmi Layout +5),5-6 Lacs PA,8 Days Ago,4975 Reviews,3.6
IndiaMART,Assistant Sales Manager,2-5 Yrs,Bengaluru(Mahalakshmi Layout +6),5-6 Lacs PA,8 Days Ago,4975 Reviews,3.6
Prudential Technology And Services,Lead Life Asia Developer,10-15 Yrs,Hybrid - Bengaluru(Whitefield),Not disclosed,6 Days Ago,4 Reviews,4.2
Resource Pro,"Specialist, Service Delivery",5-10 Yrs,Bengaluru(Brookefield +1),Not disclosed,6 Days Ago,495 Reviews,3.9
Spearhead Technology,US -IT Recruiter ( Onsite ),2-7 Yrs,Bengaluru(Whitefield),Not disclosed,6 Days Ago,20 Reviews,4.7
Openmind eDesign,Learning Analyst,2-7 Yrs,Bengaluru(Marathahalli),Not disclosed,7 Days Ago,48 Reviews,3.6
Openmind eDesign,Head Content Marketing Manager,8-13 Yrs,Bengaluru(Marathahalli),Not disclosed,7 Days Ago,48 Reviews,3.6
Novel Office,Senior Procurement Specialist,1-3 Yrs,Bengaluru(Marathahalli),2-5 Lacs PA,4 Days Ago,291 Reviews,4.1
Integra Office Solutions,Estimation and Billing Engineer - Interior Fitouts only,09 Apr - 18 Apr,Bengaluru(Electronic City +2),5-11 Lacs PA,6 Days Ago,29 Reviews,2.3
Novel Office,Presales Executive,2-4 Yrs,Bengaluru(Marathahalli),4-6 Lacs PA,4 Days Ago,291 Reviews,4.1
Fenyes Engineered Technology,Product Engineer,3-5 Yrs,Bengaluru(Whitefield),Not disclosed,8 Days Ago,20 Reviews,2.4
TR Training And Consulting Services,"Quantitative Aptitude Trainer(GRE,GMAT)",1-4 Yrs,Bengaluru(4th Block Jayanagar +1),Not disclosed,2 Days Ago,8 Reviews,4.2
ThoughtFocus,Data Architect,15-24 Yrs,Hybrid - Bengaluru(Mahadevpura),30-45 Lacs PA,4 Days Ago,398 Reviews,3.5
Global Serve Solutions,Inbound Voice Process- Freshers are also eligible- CTC 3L PA,0-5 Yrs,Bengaluru(Whitefield),2.75-3 Lacs PA,7 Days Ago,,
Talent Corner HR Services,Python Software Developer,10-15 Yrs,Hybrid - Bengaluru(Dodda Nekkundi),25-30 Lacs PA,3 Days Ago,,
ThoughtFocus,Presales Manager,10-17 Yrs,Hybrid - Bengaluru(Mahadevpura),20-25 Lacs PA,4 Days Ago,398 Reviews,3.5
NONVOICE Day shift,Hiring For Nonvoice Banking process Day shift salary 25k,1-6 Yrs,Bengaluru(Whitefield),2-4 Lacs PA,5 Days Ago,,
Nambiar Builders,Structural Engineer - Immediate Requirement,3-4 Yrs,Bengaluru(Electronic City +4),Not disclosed,8 Days Ago,54 Reviews,4.3
NONVOICE Day Shift,Nonvoice Banking process Day shift salary 25k whitefield location,1-6 Yrs,Bengaluru(Whitefield),2-4 Lacs PA,8 Days Ago,,
"Lytx, Inc.","Manager, Software Engineering - Full-stack | SaaS | Cloud",10-16 Yrs,Hybrid - Bengaluru(Whitefield),Not disclosed,4 Days Ago,,
NONVOICE day shift salary 25k,Banking Nonvoice process Day shift salary 25k whitefield location,1-6 Yrs,Bengaluru(Whitefield),2-4 Lacs PA,5 Days Ago,,
Vhire4u,"Hiring!!! Teachers (TGT/PGT): CBSE School @ Whitefield, B'lore",2-7 Yrs,Bengaluru(Whitefield),Not disclosed,4 Days Ago,,
Ryte4u Solutions,"Learning & Development Specialist (Bengaluru, UK Shift)",3-8 Yrs,Hybrid - Bengaluru(Whitefield),8-12 Lacs PA,4 Days Ago,,
Indian Detailing Garage,Sales Executive,3-6 Yrs,Bengaluru(Varthur),3.3-4.2 Lacs PA,4 Days Ago,,
Ventures Hrd Centre,Senior Technical Lead,11-13 Yrs,Bengaluru(Whitefield),32.5-35 Lacs PA,4 Days Ago,,
Ventures Hrd Centre,Software Test Bench Architect,6-10 Yrs,Bengaluru(Whitefield),27.5-30 Lacs PA,4 Days Ago,,
Ventures Hrd Centre,Cybersecurity Software Test Engineer,6-9 Yrs,Bengaluru(Whitefield),27.5-30 Lacs PA,4 Days Ago,,
NJ Technologies,Team Lead - Life Insuranace &Pension,1-5 Yrs,Bengaluru(Whitefield),3.75-7.5 Lacs PA,5 Days Ago,,
Careator Technologies,JAVA SDE3 - Immediate Joiners Only - 10+ Yrs,9-14 Yrs,Hybrid - Bengaluru(Whitefield),Not disclosed,5 Days Ago,,
Careator Technologies,Devops Engineer - Immediate Joiners only- Only 6+ Yrs Apply,6-8 Yrs,Bengaluru(Whitefield),Not disclosed,5 Days Ago,,
Reputed Company,Legal Associate,1-3 Yrs,Bengaluru(Whitefield),3-5 Lacs PA,5 Days Ago,,
Brains N Skills,Horticulturist/landscape in charge - male only,7-12 Yrs,Bengaluru(Marathahalli),6-10 Lacs PA,5 Days Ago,,
NJ Technologies,Hiring For International Insurance VOICE Process,1-3 Yrs,Bengaluru(Brookefield),2.5-3.75 Lacs PA,5 Days Ago,,
Reputed Company,Legal Associate,1-3 Yrs,Bengaluru(Whitefield),3-4.5 Lacs PA,6 Days Ago,,
Leading FMCG,Manager Stores SCM,10-15 Yrs,Bengaluru(Whitefield),11-14 Lacs PA,6 Days Ago,,
Paradise Recruitment Consultant,Quality Analyst,2-4 Yrs,Bengaluru(Whitefield),4-5 Lacs PA,6 Days Ago,,
Paradise Recruitment Consultant,Team Leader,2-5 Yrs,Bengaluru(Whitefield),4-5 Lacs PA,6 Days Ago,,
V4U Hr Solutions,Sales Specialist,3-8 Yrs,Bengaluru(Shivaji Nagar +2),8-15 Lacs PA,6 Days Ago,,
Anant Cars,Car Sales Consultant,1-6 Yrs,Bengaluru(KR Puram +3),1.5-3.25 Lacs PA,7 Days Ago,39 Reviews,3.8
Dfcs Technologies,Assistant Manager Talent Acquisition-BPO,5-10 Yrs,Bengaluru(Hoodi),Not disclosed,7 Days Ago,,
Openmind eDesign,E-Mail and CRM Manager,5-10 Yrs,Bengaluru(Marathahalli),Not disclosed,7 Days Ago,48 Reviews,3.6
Zen Data Shastra,Data Governance and Management Specialist,5-9 Yrs,Bengaluru(Kundalahalli),8-15 Lacs PA,7 Days Ago,4 Reviews,3.9
JB Poindexter,Salesforce Administrator,6-10 Yrs,Hybrid - Bengaluru(Whitefield),Not disclosed,7 Days Ago,33 Reviews,2.9
Sudarshan Enterprises,Immediate Hiring-HINDI Speaking- Fresher &Experience,0-2 Yrs,Bengaluru(Shivaji Nagar),1.75-3 Lacs PA,7 Days Ago,,
EssilorLuxottica,Recruitment Executive (Third-Party Payroll),5-7 Yrs,Bengaluru(Vasanth nagar +13),Not disclosed,7 Days Ago,295 Reviews,4.0
B L Kashyap and Sons (BLK),Assistant Officer - Material Management,3-5 Yrs,Bengaluru(Marathahalli),Not disclosed,8 Days Ago,511 Reviews,3.7
Coldwell Banker Brad Realty,Relationship Manager,08 Apr - 17 Apr,Bengaluru(Marathahalli Village +4),Not disclosed,8 Days Ago,18 Reviews,3.8
A building solutions MNC,Technical Lead-Software Engineering (Whitefield),10-18 Yrs,Hybrid - Bengaluru(Whitefield +1),15-27.5 Lacs PA,8 Days Ago,,
Moder Solutions,Team Lead_Bangalore_US Mortgage,6-11 Yrs,Bengaluru(Marathahalli),Not disclosed,8 Days Ago,129 Reviews,3.4
Furnishka Tech,Business Development Executive,1-4 Yrs,Bengaluru(Whitefield +1),3.25-4.5 Lacs PA,8 Days Ago,,
eka.care,Product Trainer,3-6 Yrs,Bengaluru(Hoodi),Not disclosed,8 Days Ago,37 Reviews,3.4
Lightspeed Automation Solutions,Plc Programmer,07 Apr - 16 Apr,Bengaluru(2nd Block Kalyan Nagar +12),2.75-7 Lacs PA,9 Days Ago,2 Reviews,5.0
Safari Kid Global Preschool and Daycare,Preschool Teacher,1-3 Yrs,Bengaluru(Varthur),2.5-3.75 Lacs PA,9 Days Ago,4 Reviews,4.9
Reflections Interior Products,Electrical PPC Engineer,1-3 Yrs,Bengaluru(Whitefield +5),2.5-3 Lacs PA,10 Days Ago,15 Reviews,3.2
Sukino Healthcare,Physician,5-10 Yrs,Bengaluru(Whitefield),16-18 Lacs PA,10 Days Ago,21 Reviews,3.5
Spocto Solutions,Hiring For Team leader/ Assistant Manager For Collection Process,1-5 Yrs,Bengaluru(Whitefield),Not disclosed,10 Days Ago,81 Reviews,3.4
Sunshine manpower solutions,Bpo tele caller,0 Yrs,Bengaluru(Vasanth nagar +6),1.75-2 Lacs PA,10 Days Ago,,
Talent Corner HR Services,Software Automation Engineer,8-13 Yrs,Hybrid - Bengaluru(Dodda Nekkundi),30-40 Lacs PA,7 Days Ago,,
Samprasiddhi Elegance Llp,Nailashes Manager,2-7 Yrs,Bengaluru(Brookefield),3.5-4.5 Lacs PA,3 Days Ago,,
Bourbon International,Openings For Whitefield Location salary upto 4LPA,0-3 Yrs,Bengaluru(ITPL),1.5-4 Lacs PA,8 Days Ago,,
A Reputed Company,Digital Marketing _Assistant Manager.,3-8 Yrs,Bengaluru(Vijay Nagar),5-8 Lacs PA,7 Days Ago,,
"Banking Officer Non voice process, day shift Salary 24.5 K Take Home","Banking Officer Non voice process, day shift Salary 24.5 K Take Home",1-6 Yrs,Bengaluru(Whitefield),2-3.5 Lacs PA,7 Days Ago,,
B L Kashyap and Sons (BLK),Training Coordinator,8-10 Yrs,Bengaluru(Marathahalli),Not disclosed,8 Days Ago,511 Reviews,3.7
Schedule Premises,Pre-Primary Teacher,1-2 Yrs,Bengaluru(Whitefield),3-5.4 Lacs PA,3 Days Ago,,
